Date,Environment,Frequency(MHz),Cell ID,Group ID,Sector ID,Frequency Error(Hz),RSRP(dBm),Ch Power(dBm),OBW(Hz)
12/10/1965 18:11 น.,133.1830.1.csv,1830,414,138,0,6054.113281,-85,-62,6142525
12/10/1965 18:12 น.,133.1842.1.csv,1842.5,274,91,1,5638.672363,-86,-55,4479921
12/10/1965 18:12 น.,133.2120.1.csv,2120,369,123,0,5922.047852,-86,-71,6138667
12/10/1965 18:12 น.,133.2135.1.csv,2135,248,82,2,5748.699707,-90,-72,6178411
12/10/1965 18:08 น.,133.773.1.csv,773,278,92,2,2393.786133,-97,-77,6182249
12/10/1965 18:09 น.,133.945.1.csv,945,323,107,2,4334.908691,-81,-65,6193728
12/10/1965 18:09 น.,133.955.1.csv,955,458,152,2,3665.93457,-85,-68,6166304
12/10/1965 16:36 น.,62.1812.1.csv,1812.5,248,82,2,4778.10498,-74,-58,6054219
12/10/1965 16:37 น.,62.1830.1.csv,1830,414,138,0,4354.712891,-79,-61,6156844
12/10/1965 16:38 น.,62.1842.1.csv,1842.5,274,91,1,5271.091797,-68,-43,4471920
12/10/1965 16:39 น.,62.2120.1.csv,2120,369,123,0,6002.645508,-82,-62,6206448
12/10/1965 16:39 น.,62.2135.1.csv,2135,248,82,2,5874.995605,-89,-66,6148862
12/10/1965 16:40 น.,62.2145.1.csv,2145,414,138,0,5300.448242,-84,-69,6212507
12/10/1965 16:40 น.,62.2165.1.csv,2165,414,138,0,6479.811035,-97,-82,6195830
12/10/1965 16:35 น.,62.773.1.csv,773,278,92,2,1774.245239,-84,-69,6187176
12/10/1965 16:36 น.,62.955.1.csv,955,497,165,2,2008.996338,-84,-61,6200262
12/10/1965 16:43 น.,63.1812.1.csv,1812.5,248,82,2,5346.48584,-87,-63,6013317
12/10/1965 16:44 น.,63.1830.1.csv,1830,414,138,0,5096.895508,-81,-62,6174567
12/10/1965 16:45 น.,63.1842.1.csv,1842.5,274,91,1,5521.94873,-79,-57,4464140
12/10/1965 16:45 น.,63.2120.1.csv,2120,369,123,0,6797.572266,-82,-62,6164060
12/10/1965 16:46 น.,63.2135.1.csv,2135,248,82,2,6058.388672,-80,-60,6195804
12/10/1965 16:47 น.,63.2165.1.csv,2165,414,138,0,5839.816406,-87,-73,6154802
12/10/1965 16:42 น.,63.773.1.csv,773,278,92,2,2254.565918,-84,-52,6106762
12/10/1965 16:42 น.,63.955.1.csv,955,447,149,0,1990.943604,-91,-65,6163658
12/10/1965 16:50 น.,64.1812.1.csv,1812.5,248,82,2,5642.435059,-84,-65,6104675
12/10/1965 16:54 น.,64.1842.1.csv,1842.5,274,91,1,5957.768066,-78,-60,4493846
12/10/1965 16:54 น.,64.2120.1.csv,2120,369,123,0,6861.608398,-73,-53,6137119
12/10/1965 16:54 น.,64.2135.1.csv,2135,248,82,2,6112.231445,-84,-70,6195103
12/10/1965 16:55 น.,64.2145.1.csv,2145,414,138,0,7395.185059,-85,-71,6155115
12/10/1965 16:56 น.,64.2165.1.csv,2165,414,138,0,7469.938965,-84,-70,6210418
12/10/1965 16:48 น.,64.773.1.csv,773,278,92,2,2394.905518,-85,-55,6209152
12/10/1965 16:49 น.,64.955.1.csv,955,458,152,2,3079.780762,-87,-67,6176185
12/10/1965 17:02 น.,65.1812.1.csv,1812.5,215,71,2,4414.345215,-93,-72,6212014
12/10/1965 17:03 น.,65.1842.1.csv,1842.5,274,91,1,6152.587402,-77,-46,4463744
12/10/1965 17:03 น.,65.2120.1.csv,2120,369,123,0,7079.639648,-86,-70,6220701
12/10/1965 17:04 น.,65.2135.1.csv,2135,248,82,2,6664.745605,-87,-69,6156097
12/10/1965 17:05 น.,65.2165.1.csv,2165,414,138,0,7645.210938,-95,-77,6197076
12/10/1965 17:01 น.,65.773.1.csv,773,278,92,2,2584.761475,-81,-51,6175447
12/10/1965 17:02 น.,65.955.1.csv,955,458,152,2,743.1356812,-82,-64,6198508
12/10/1965 17:13 น.,66.1812.1.csv,1812.5,214,71,1,5873.210938,-89,-66,6180845
12/10/1965 17:13 น.,66.1830.1.csv,1830,290,96,2,1376.571533,-82,-64,6166538
12/10/1965 17:14 น.,66.1842.1.csv,1842.5,274,91,1,6237.921387,-78,-62,4442098
12/10/1965 17:14 น.,66.2120.1.csv,2120,87,29,0,7258.593262,-78,-54,6157795
12/10/1965 17:15 น.,66.2135.1.csv,2135,214,71,1,6938.095215,-78,-62,6183448
12/10/1965 17:12 น.,66.773.1.csv,773,278,92,2,2690.294678,-89,-56,6140261
12/10/1965 17:12 น.,66.955.1.csv,955,458,152,2,-2033.491455,-77,-59,6215554
12/10/1965 17:18 น.,67.1812.1.csv,1812.5,214,71,1,6165.158203,-86,-65,6189295
12/10/1965 17:18 น.,67.1842.1.csv,1842.5,274,91,1,6263.456055,-84,-68,4478402
12/10/1965 17:19 น.,67.2120.1.csv,2120,87,29,0,6850.478027,-77,-59,6163628
12/10/1965 17:20 น.,67.2135.1.csv,2135,214,71,1,6122.387207,-83,-64,6181974
12/10/1965 17:16 น.,67.773.1.csv,773,278,92,2,2593.891602,-83,-55,6175903
12/10/1965 17:18 น.,67.955.1.csv,955,458,152,2,4240.066406,-84,-64,6204384
12/10/1965 16:57 น.,69.1812.1.csv,1812.5,248,82,2,5519.879883,-82,-56,6048898
12/10/1965 16:58 น.,69.1842.1.csv,1842.5,274,91,1,6125.687988,-72,-39,4467551
12/10/1965 16:58 น.,69.2120.1.csv,2120,369,123,0,7276.776855,-74,-53,6224137
12/10/1965 16:59 น.,69.2135.1.csv,2135,214,71,1,6084.686523,-85,-66,6217073
12/10/1965 16:59 น.,69.2145.1.csv,2145,414,138,0,6683.981934,-83,-72,6178989
12/10/1965 17:00 น.,69.2165.1.csv,2165,414,138,0,6832.291992,-87,-71,6136098
12/10/1965 16:56 น.,69.773.1.csv,773,278,92,2,2449.637695,-79,-64,6153583
12/10/1965 16:57 น.,69.955.1.csv,955,458,152,2,2847.010498,-80,-52,6186481
12/10/1965 17:08 น.,70.1812.1.csv,1812.5,215,71,2,6317.504395,-87,-65,6173213
12/10/1965 17:09 น.,70.1842.1.csv,1842.5,274,91,1,6314.92627,-85,-59,4502992
12/10/1965 17:09 น.,70.2120.1.csv,2120,87,29,0,6484.129395,-83,-63,6215300
12/10/1965 17:10 น.,70.2135.1.csv,2135,214,71,1,7352.462402,-86,-68,6208281
12/10/1965 17:11 น.,70.2165.1.csv,2165,415,138,1,6971.399414,-90,-72,6175541
12/10/1965 17:07 น.,70.773.1.csv,773,278,92,2,2692.574951,-78,-49,6230624
12/10/1965 17:08 น.,70.955.1.csv,955,458,152,2,7068.270996,-77,-57,6195222
12/10/1965 11:50 น.,72.1812.1.csv,1812.5,214,71,1,6027.019531,-61,-45,6181249
12/10/1965 11:51 น.,72.1830.1.csv,1830,290,96,2,5871.216797,-74,-55,6179204
12/10/1965 11:51 น.,72.1842.1.csv,1842.5,274,91,1,6302.609375,-82,-58,4487826
12/10/1965 11:51 น.,72.2120.1.csv,2120,87,29,0,7553.069824,-61,-45,6211054
12/10/1965 11:52 น.,72.2135.1.csv,2135,214,71,1,7049.237793,-54,-39,6179751
12/10/1965 11:49 น.,72.773.1.csv,773,278,92,2,2571.036865,-88,-60,6145767
12/10/1965 11:50 น.,72.955.1.csv,955,458,152,2,-2341.879639,-54,-35,6194352
12/10/1965 11:35 น.,73.1812.1.csv,1812.5,215,71,2,5828.67334,-64,-39,6183865
12/10/1965 11:36 น.,73.1830.1.csv,1830,290,96,2,5989.067871,-68,-57,6209641
12/10/1965 11:37 น.,73.2120.1.csv,2120,87,29,0,6830.116699,-55,-41,6202252
12/10/1965 11:37 น.,73.2135.1.csv,2135,214,71,1,6841.76709,-64,-48,6155731
12/10/1965 11:34 น.,73.773.1.csv,773,278,92,2,2333.494141,-81,-53,6209989
12/10/1965 11:35 น.,73.955.1.csv,955,458,152,2,3561.04126,-52,-37,6207696
12/10/1965 11:57 น.,74.1812.1.csv,1812.5,214,71,1,6173.733398,-69,-43,5898365
12/10/1965 11:57 น.,74.1830.1.csv,1830,290,96,2,308.8508606,-75,-61,6195783
12/10/1965 11:57 น.,74.1842.1.csv,1842.5,274,91,1,6373.123535,-73,-58,4483005
12/10/1965 11:58 น.,74.2120.1.csv,2120,87,29,0,7513.316406,-56,-42,6174778
12/10/1965 11:58 น.,74.2135.1.csv,2135,214,71,1,7087.355469,-62,-45,5898642
12/10/1965 11:53 น.,74.773.1.csv,773,278,92,2,2554.480225,-77,-47,6169992
12/10/1965 11:56 น.,74.955.1.csv,955,458,152,2,-2645.902832,-62,-46,6216101
12/10/1965 17:54 น.,75.1812.1.csv,1812.5,248,82,2,5621.617188,-75,-53,6182665
12/10/1965 17:55 น.,75.1830.1.csv,1830,414,138,0,5695.315918,-73,-52,6101205
12/10/1965 17:56 น.,75.1842.1.csv,1842.5,274,91,1,5474.134277,-80,-66,4490125
12/10/1965 17:57 น.,75.2120.1.csv,2120,369,123,0,6493.153809,-86,-65,6209104
12/10/1965 17:57 น.,75.2135.1.csv,2135,248,82,2,6624.890625,-70,-51,6182219
12/10/1965 17:57 น.,75.2145.1.csv,2145,414,138,0,6843.130371,-74,-60,6191765
12/10/1965 17:58 น.,75.2165.1.csv,2165,414,138,0,6646.369629,-74,-59,6219003
12/10/1965 17:50 น.,75.773.1.csv,773,278,92,2,2534.288818,-91,-58,6199167
12/10/1965 17:53 น.,75.955.1.csv,955,497,165,2,3039.282227,-80,-51,6181050
12/10/1965 17:24 น.,79.1812.1.csv,1812.5,214,71,1,6133.509766,-71,-50,6182682
12/10/1965 17:25 น.,79.1830.1.csv,1830,290,96,2,1097.686768,-77,-64,6197239
12/10/1965 17:25 น.,79.1842.1.csv,1842.5,274,91,1,6081.587891,-79,-56,4498211
12/10/1965 17:26 น.,79.2120.1.csv,2120,87,29,0,6944.499023,-62,-48,6207130
12/10/1965 17:26 น.,79.2135.1.csv,2135,214,71,1,7304.529297,-74,-51,6055771
12/10/1965 17:23 น.,79.773.1.csv,773,278,92,2,2572.92334,-85,-59,6228611
12/10/1965 17:24 น.,79.955.1.csv,955,458,152,2,2800.979248,-64,-47,6145044
12/10/1965 12:06 น.,80.1812.1.csv,1812.5,214,71,1,5950.60791,-94,-75,6207394
12/10/1965 12:06 น.,80.1830.1.csv,1830,323,107,2,5267.673828,-97,-77,6177885
12/10/1965 12:06 น.,80.1842.1.csv,1842.5,274,91,1,6523.347168,-92,-80,6037813
12/10/1965 12:07 น.,80.2120.1.csv,2120,369,123,0,6668.797363,-93,-67,6199527
12/10/1965 12:07 น.,80.2135.1.csv,2135,214,71,1,7177.70752,-99,-81,6204476
12/10/1965 12:08 น.,80.2145.1.csv,2145,323,107,2,5588.116211,-97,-77,6209192
12/10/1965 12:04 น.,80.773.1.csv,773,278,92,2,2435.110107,-100,-69,6203446
12/10/1965 12:05 น.,80.955.1.csv,955,458,152,2,2843.42749,-91,-77,6167668
12/10/1965 12:10 น.,81.1812.1.csv,1812.5,215,71,2,5933.946289,-69,-49,6196399
12/10/1965 12:10 น.,81.1830.1.csv,1830,290,96,2,5798.350586,-77,-59,6188899
12/10/1965 12:11 น.,81.1842.1.csv,1842.5,274,91,1,5957.020508,-82,-58,4430726
12/10/1965 12:11 น.,81.2120.1.csv,2120,87,29,0,6043.606445,-62,-49,6213990
12/10/1965 12:11 น.,81.2135.1.csv,2135,214,71,1,7249.680664,-62,-47,6190465
12/10/1965 12:09 น.,81.773.1.csv,773,278,92,2,2490.897705,-98,-66,6224639
12/10/1965 12:10 น.,81.955.1.csv,955,458,152,2,3036.316895,-58,-44,6193899
12/10/1965 17:29 น.,82.1812.1.csv,1812.5,215,71,2,5911.507324,-86,-57,6044642
12/10/1965 17:29 น.,82.1830.1.csv,1830,290,96,2,1108.56543,-89,-72,6218943
12/10/1965 17:30 น.,82.1842.1.csv,1842.5,274,91,1,6052.677246,-89,-60,4491793
12/10/1965 17:30 น.,82.2120.1.csv,2120,87,29,0,7129.202148,-73,-55,6204825
12/10/1965 17:31 น.,82.2135.1.csv,2135,214,71,1,6942.45166,-75,-53,6223831
12/10/1965 17:28 น.,82.773.1.csv,773,278,92,2,2450.279053,-86,-69,6139031
12/10/1965 17:29 น.,82.955.1.csv,955,458,152,2,3148.479492,-70,-50,6208666
12/10/1965 11:45 น.,83.1812.1.csv,1812.5,213,71,0,6048.27002,-69,-53,6192201
12/10/1965 11:46 น.,83.1830.1.csv,1830,288,96,0,5377.810059,-73,-59,6188298
12/10/1965 11:47 น.,83.2120.1.csv,2120,85,28,1,6650.021484,-66,-49,6184877
12/10/1965 11:47 น.,83.2135.1.csv,2135,213,71,0,6463.57373,-66,-47,6195939
12/10/1965 11:44 น.,83.773.1.csv,773,278,92,2,2488.297852,-101,-74,6216472
12/10/1965 11:45 น.,83.955.1.csv,955,458,152,2,4545.799316,-76,-54,6223602
12/10/1965 17:33 น.,84.1812.1.csv,1812.5,214,71,1,5450.685547,-87,-67,6170580
12/10/1965 17:34 น.,84.1830.1.csv,1830,290,96,2,3759.009277,-81,-66,6172091
12/10/1965 17:34 น.,84.1842.1.csv,1842.5,274,91,1,6111.149414,-96,-61,4474133
12/10/1965 17:34 น.,84.2120.1.csv,2120,87,29,0,7028.921875,-78,-58,6219942
12/10/1965 17:35 น.,84.2135.1.csv,2135,214,71,1,7186.179688,-88,-68,6215091
12/10/1965 17:32 น.,84.773.1.csv,773,278,92,2,2656.752441,-85,-67,6177294
12/10/1965 17:32 น.,84.955.1.csv,955,458,152,2,5100.993652,-78,-62,6198640
12/10/1965 17:37 น.,85.1812.1.csv,1812.5,214,71,1,6092.816406,-94,-73,6154407
12/10/1965 17:38 น.,85.1842.1.csv,1842.5,274,91,1,6086.9375,-87,-57,4460847
12/10/1965 17:38 น.,85.2120.1.csv,2120,369,123,0,7035.317871,-84,-62,6187539
12/10/1965 17:39 น.,85.2135.1.csv,2135,214,71,1,7005.37207,-89,-72,6166290
12/10/1965 17:36 น.,85.773.1.csv,773,278,92,2,2502.792236,-75,-48,6219944
12/10/1965 17:37 น.,85.955.1.csv,955,497,165,2,4369.755859,-95,-70,6178016
12/10/1965 10:35 น.,87.1812.1.csv,1812.5,246,82,0,6257.227539,-96,-64,6193296
12/10/1965 10:35 น.,87.1830.1.csv,1830,416,138,2,6534.288086,-91,-74,6194596
12/10/1965 10:35 น.,87.1842.1.csv,1842.5,153,51,0,6634.594727,-88,-65,4501960
12/10/1965 10:36 น.,87.2120.1.csv,2120,369,123,0,6938.277832,-89,-69,6207612
12/10/1965 10:36 น.,87.2135.1.csv,2135,215,71,2,7621.802734,-94,-77,6188663
12/10/1965 10:37 น.,87.2145.1.csv,2145,416,138,2,7481.745117,-99,-73,6172516
12/10/1965 10:37 น.,87.2165.1.csv,2165,416,138,2,6843.015625,-100,-78,6085534
12/10/1965 10:33 น.,87.773.1.csv,773,97,32,1,2826.616699,-93,-70,6209880
12/10/1965 10:34 น.,87.955.1.csv,955,447,149,0,4568.447754,-88,-68,6207682
12/10/1965 10:39 น.,88.1812.1.csv,1812.5,246,82,0,5943.258301,-97,-79,6186874
12/10/1965 10:39 น.,88.1830.1.csv,1830,416,138,2,6077.878906,-94,-75,6202825
12/10/1965 10:39 น.,88.1842.1.csv,1842.5,153,51,0,6057.948242,-91,-64,4280148
12/10/1965 10:40 น.,88.2120.1.csv,2120,369,123,0,6959.249023,-96,-70,6208825
12/10/1965 10:40 น.,88.2135.1.csv,2135,215,71,2,7007.008301,-96,-80,6196293
12/10/1965 10:41 น.,88.2145.1.csv,2145,416,138,2,7071.289551,-95,-70,6177519
12/10/1965 10:41 น.,88.2165.1.csv,2165,416,138,2,6444.21582,-97,-80,6144751
12/10/1965 10:38 น.,88.773.1.csv,773,97,32,1,2198.129883,-95,-73,6183135
12/10/1965 10:38 น.,88.955.1.csv,955,447,149,0,4809.382813,-87,-70,6205505
12/10/1965 9:52 น.,89.1812.1.csv,1812.5,246,82,0,5532.135254,-94,-71,6109521
12/10/1965 9:53 น.,89.1830.1.csv,1830,416,138,2,4551.907227,-93,-75,6188265
12/10/1965 9:53 น.,89.1842.1.csv,1842.5,274,91,1,4709.953613,-94,-72,5638013
12/10/1965 9:54 น.,89.2120.1.csv,2120,370,123,1,4871.667969,-87,-66,6227384
12/10/1965 9:54 น.,89.2135.1.csv,2135,246,82,0,5682.172852,-93,-64,6190613
12/10/1965 9:55 น.,89.2165.1.csv,2165,416,138,2,6926.943359,-95,-75,6173172
12/10/1965 9:51 น.,89.773.1.csv,773,278,92,2,1855.626709,-81,-65,6193754
12/10/1965 9:52 น.,89.955.1.csv,955,447,149,0,4510.00293,-87,-66,6198921
12/10/1965 9:58 น.,90.1812.1.csv,1812.5,246,82,0,5046.654785,-85,-61,6207120
12/10/1965 9:58 น.,90.1830.1.csv,1830,416,138,2,4206.941895,-84,-71,6136326
12/10/1965 9:58 น.,90.1842.1.csv,1842.5,153,51,0,5183.321777,-85,-62,4469507
12/10/1965 9:59 น.,90.2120.1.csv,2120,369,123,0,5903.072754,-81,-59,6199268
12/10/1965 9:59 น.,90.2135.1.csv,2135,247,82,1,5260.666992,-90,-71,6204882
12/10/1965 9:59 น.,90.2145.1.csv,2145,416,138,2,5849.760254,-93,-72,6197848
12/10/1965 10:00 น.,90.2165.1.csv,2165,416,138,2,5329.02002,-92,-76,6209171
12/10/1965 9:56 น.,90.773.1.csv,773,278,92,2,2021.35376,-74,-55,6206515
12/10/1965 9:57 น.,90.955.1.csv,955,447,149,0,2683.602051,-74,-53,6162922
12/10/1965 10:02 น.,91.1812.1.csv,1812.5,246,82,0,5407.290527,-76,-50,6178975
12/10/1965 10:02 น.,91.1830.1.csv,1830,416,138,2,7088.242188,-80,-65,6189391
12/10/1965 10:03 น.,91.1842.1.csv,1842.5,153,51,0,4975.341309,-76,-59,4479382
12/10/1965 10:03 น.,91.2120.1.csv,2120,370,123,1,5840.819824,-81,-60,6212117
12/10/1965 10:03 น.,91.2135.1.csv,2135,246,82,0,6290.158691,-81,-58,6207243
12/10/1965 10:04 น.,91.2145.1.csv,2145,416,138,2,6292.612305,-79,-57,6189751
12/10/1965 10:04 น.,91.2165.1.csv,2165,416,138,2,7137.196777,-86,-69,6150494
12/10/1965 10:01 น.,91.773.1.csv,773,97,32,1,2129.945801,-76,-53,6202706
12/10/1965 10:01 น.,91.955.1.csv,955,447,149,0,4788.437988,-70,-48,6187592
12/10/1965 10:28 น.,92.1812.1.csv,1812.5,213,71,0,6307.131348,-97,-72,6028129
12/10/1965 10:30 น.,92.1830.1.csv,1830,416,138,2,6078.717285,-91,-76,6183475
12/10/1965 10:30 น.,92.1842.1.csv,1842.5,274,91,1,6102.470215,-94,-69,4389727
12/10/1965 10:30 น.,92.2120.1.csv,2120,369,123,0,7475.153809,-91,-68,6148904
12/10/1965 10:31 น.,92.2135.1.csv,2135,215,71,2,6751.885742,-98,-79,6191469
12/10/1965 10:32 น.,92.2145.1.csv,2145,416,138,2,7348.894043,-98,-80,6212185
12/10/1965 10:32 น.,92.2165.1.csv,2165,416,138,2,6869.532227,-100,-81,6181171
12/10/1965 10:27 น.,92.773.1.csv,773,278,92,2,2533.996094,-84,-61,6196061
12/10/1965 10:28 น.,92.955.1.csv,955,447,149,0,2074.712646,-88,-70,6223202
12/10/1965 10:24 น.,93.1812.1.csv,1812.5,246,82,0,4579.762207,-99,-79,6176504
12/10/1965 10:24 น.,93.1830.1.csv,1830,416,138,2,6347.382813,-93,-76,6193971
12/10/1965 10:25 น.,93.1842.1.csv,1842.5,153,51,0,6365.520508,-96,-76,5981996
12/10/1965 10:25 น.,93.2120.1.csv,2120,370,123,1,6676.699707,-93,-65,6149583
12/10/1965 10:26 น.,93.2135.1.csv,2135,246,82,0,4616.458008,-95,-76,6170833
12/10/1965 10:26 น.,93.2145.1.csv,2145,416,138,2,5995.296875,-99,-80,6169374
12/10/1965 10:27 น.,93.2165.1.csv,2165,416,138,2,7217.297363,-98,-80,6142779
12/10/1965 10:23 น.,93.773.1.csv,773,278,92,2,2389.890869,-96,-75,6067353
12/10/1965 10:23 น.,93.955.1.csv,955,454,151,1,1997.946899,-91,-72,6201611
12/10/1965 10:19 น.,94.1812.1.csv,1812.5,246,82,0,5393.48877,-99,-81,6201688
12/10/1965 10:20 น.,94.1830.1.csv,1830,416,138,2,6571.564453,-96,-82,6221764
12/10/1965 10:20 น.,94.1842.1.csv,1842.5,274,91,1,5889.313477,-97,-76,5584709
12/10/1965 10:21 น.,94.2120.1.csv,2120,370,123,1,6572.246582,-98,-70,6104606
12/10/1965 10:21 น.,94.2135.1.csv,2135,246,82,0,6726.958008,-102,-85,6218856
12/10/1965 10:21 น.,94.2145.1.csv,2145,323,107,2,5363.531738,-102,-80,6171758
12/10/1965 10:22 น.,94.2165.1.csv,2165,416,138,2,6124.787598,-96,-79,6187929
12/10/1965 10:19 น.,94.773.1.csv,773,278,92,2,2322.350098,-82,-63,6177315
12/10/1965 10:19 น.,94.955.1.csv,955,447,149,0,3378.544922,-86,-71,6182906
12/10/1965 10:15 น.,95.1812.1.csv,1812.5,246,82,0,5276.223633,-80,-53,6168717
12/10/1965 10:16 น.,95.1830.1.csv,1830,416,138,2,5664.379883,-85,-65,6028285
12/10/1965 10:16 น.,95.1842.1.csv,1842.5,153,51,0,5778.455566,-86,-66,4502420
12/10/1965 10:16 น.,95.2120.1.csv,2120,369,123,0,6816.387695,-89,-66,6230415
12/10/1965 10:17 น.,95.2135.1.csv,2135,246,82,0,6553.529785,-86,-74,6209999
12/10/1965 10:17 น.,95.2145.1.csv,2145,416,138,2,6817.236816,-80,-66,6210097
12/10/1965 10:17 น.,95.2165.1.csv,2165,416,138,2,6499.104004,-89,-74,6177180
12/10/1965 10:14 น.,95.773.1.csv,773,278,92,2,2326.692627,-76,-51,6147538
12/10/1965 10:15 น.,95.955.1.csv,955,447,149,0,5994.730957,-80,-62,6225602
12/10/1965 10:06 น.,96.1812.1.csv,1812.5,246,82,0,5187.212891,-80,-60,6127031
12/10/1965 10:06 น.,96.1830.1.csv,1830,416,138,2,5439.739746,-76,-64,6174195
12/10/1965 10:07 น.,96.1842.1.csv,1842.5,153,51,0,5385.976074,-65,-47,4460911
12/10/1965 10:07 น.,96.2120.1.csv,2120,369,123,0,6309.619141,-78,-58,6187266
12/10/1965 10:08 น.,96.2135.1.csv,2135,246,82,0,5439.610352,-84,-66,6118373
12/10/1965 10:08 น.,96.2145.1.csv,2145,416,138,2,6158.528809,-87,-69,6168406
12/10/1965 10:09 น.,96.2165.1.csv,2165,416,138,2,6026.420898,-84,-70,6200395
12/10/1965 10:05 น.,96.773.1.csv,773,278,92,2,2110.682373,-72,-51,6175343
12/10/1965 10:06 น.,96.955.1.csv,955,447,149,0,4663.393066,-71,-54,6206886
12/10/1965 10:48 น.,97.1812.1.csv,1812.5,215,71,2,6146.93457,-95,-75,6205914
12/10/1965 10:49 น.,97.1830.1.csv,1830,289,96,1,4085.463867,-93,-78,6207260
12/10/1965 10:49 น.,97.1842.1.csv,1842.5,274,91,1,6309.15918,-95,-74,5945359
12/10/1965 10:49 น.,97.2120.1.csv,2120,85,28,1,7327.343262,-88,-72,6143892
12/10/1965 10:50 น.,97.2135.1.csv,2135,215,71,2,7154.537598,-97,-77,6168559
12/10/1965 10:46 น.,97.773.1.csv,773,278,92,2,2607.521729,-87,-58,6153229
12/10/1965 10:47 น.,97.955.1.csv,955,454,151,1,3345.838867,-88,-70,6117482
12/10/1965 10:53 น.,98.1812.1.csv,1812.5,215,71,2,5202.187012,-99,-78,6148315
12/10/1965 10:52 น.,98.773.1.csv,773,350,116,2,1907.208252,-102,-77,6041277
12/10/1965 10:52 น.,98.955.1.csv,955,454,151,1,2987.628418,-98,-83,6202998
12/10/1965 10:56 น.,99.773.1.csv,773,278,92,2,1695.886108,-101,-78,6158356
12/10/1965 10:57 น.,99.955.1.csv,955,454,151,1,298.0426941,-92,-76,6183753
12/09/1965 16:11 น.,421.1812.1.csv,1812.5,132,44,0,6855.926758,-84,-74,6187971
12/09/1965 16:12 น.,421.1830.1.csv,1830,6,2,0,6635.278809,-75,-53,6197860
12/09/1965 16:13 น.,421.2120.1.csv,2120,103,34,1,7404.574219,-89,-67,6168814
12/09/1965 16:15 น.,421.2145.1.csv,2145,6,2,0,7310.191895,-79,-57,6195757
12/09/1965 16:10 น.,421.773.1.csv,773,408,136,0,2594.392578,-93,-67,6199863
12/09/1965 16:10 น.,421.945.1.csv,945,252,84,0,2895.833008,-87,-65,6079391
12/09/1965 16:11 น.,421.955.1.csv,955,167,55,2,2172.166992,-92,-69,6177647
12/09/1965 16:04 น.,422.1812.1.csv,1812.5,132,44,0,5654.443359,-92,-71,6008985
12/09/1965 16:05 น.,422.1830.1.csv,1830,252,84,0,6175.145996,-87,-67,6225220
12/09/1965 16:07 น.,422.2120.1.csv,2120,103,34,1,6786.046875,-93,-73,6131593
12/09/1965 16:08 น.,422.2145.1.csv,2145,6,2,0,7403.399902,-90,-66,6220862
12/09/1965 16:08 น.,422.2165.1.csv,2165,6,2,0,7363.083008,-88,-61,5979291
12/09/1965 16:03 น.,422.773.1.csv,773,74,24,2,2432.800781,-96,-72,6204251
12/09/1965 16:03 น.,422.945.1.csv,945,252,84,0,6826.653809,-89,-62,6216820
12/09/1965 16:04 น.,422.955.1.csv,955,167,55,2,4475.375977,-98,-72,6183616
12/09/1965 15:57 น.,428.1812.1.csv,1812.5,178,59,1,5242.608887,-84,-66,6190012
12/09/1965 15:58 น.,428.1830.1.csv,1830,409,136,1,6175.40918,-76,-59,6173412
12/09/1965 15:58 น.,428.2120.1.csv,2120,122,40,2,7287.652344,-67,-45,6218177
12/09/1965 15:59 น.,428.2145.1.csv,2145,409,136,1,7058.168945,-78,-56,6207526
12/09/1965 15:56 น.,428.773.1.csv,773,202,67,1,2475.203613,-99,-75,6213285
12/09/1965 15:56 น.,428.945.1.csv,945,252,84,0,2848.033936,-85,-68,6182622
12/09/1965 15:57 น.,428.955.1.csv,955,167,55,2,2973.819824,-91,-68,6142791
12/09/1965 15:52 น.,429.1812.1.csv,1812.5,132,44,0,5668.34375,-80,-59,6168784
12/09/1965 15:53 น.,429.1830.1.csv,1830,409,136,1,5796.769043,-80,-61,6195918
12/09/1965 15:53 น.,429.2120.1.csv,2120,122,40,2,7011.70459,-71,-54,6170793
12/09/1965 15:54 น.,429.2135.1.csv,2135,132,44,0,6426.495605,-79,-60,6162135
12/09/1965 15:54 น.,429.2145.1.csv,2145,409,136,1,7434.50293,-78,-63,6170034
12/09/1965 15:51 น.,429.773.1.csv,773,74,24,2,2208.796875,-101,-75,6100397
12/09/1965 15:52 น.,429.945.1.csv,945,41,13,2,2959.044189,-85,-67,6215605
12/09/1965 15:52 น.,429.955.1.csv,955,167,55,2,3373.413818,-81,-54,6205848
12/09/1965 15:46 น.,430.1812.1.csv,1812.5,132,44,0,6225.239746,-85,-62,6194320
12/09/1965 15:46 น.,430.1830.1.csv,1830,409,136,1,6392.524902,-81,-59,6180927
12/09/1965 15:47 น.,430.2120.1.csv,2120,122,40,2,7174.518555,-73,-56,6197815
12/09/1965 15:48 น.,430.2135.1.csv,2135,132,44,0,6812.585449,-75,-52,6211112
12/09/1965 15:49 น.,430.2145.1.csv,2145,409,136,1,6997.292969,-78,-64,6207158
12/09/1965 15:45 น.,430.773.1.csv,773,74,24,2,2641.804199,-95,-72,6192766
12/09/1965 15:46 น.,430.955.1.csv,955,167,55,2,3526.225586,-71,-49,6205937
12/09/1965 15:38 น.,431.1812.1.csv,1812.5,132,44,0,5719.84668,-83,-61,6200530
12/09/1965 15:38 น.,431.1830.1.csv,1830,409,136,1,5740.926758,-76,-57,6234269
